316036089,2023-01-01T00:05:33,47.2711,-85.93332,14,299.8,299,ALGOMA SAULT,IMO9619282,VBCD,70,0,226,24,6.9,70,A
367633230,2023-01-01T00:05:33,30.04805,-90.52985,0.4,322.7,264,ASHLEY,,WDH5962,31,0,20,7,,52,A
636013055,2023-01-01T00:02:20,30.43362,-91.19598,0,0,3,KANPUR,IMO9299771,A8KG8,80,15,243,42,14.9,80,A
368075150,2023-01-01T00:02:21,29.996,-93.91899,0,320.3,356,COCHRAN,,WDK6501,52,0,22,10,3.1,52,A
368262180,2023-01-01T00:02:22,30.57514,-91.31363,3.7,308.8,323,TOM MCCOIN,IMO0003358,WDN2446,31,0,38,11,0,31,A
367467120,2023-01-01T00:02:26,33.8418,-118.39219,0.1,244.1,511,AVA FOSS,,WDF5779,60,0,18,5,,60,A
538007911,2023-01-01T00:06:08,31.75455,-118.2582,2.3,130.3,134,CAPE TAURA,IMO9407251,V7MT6,89,0,229,32,8,89,A
368212210,2023-01-01T00:02:26,27.8442,-97.0757,2.2,224.6,511,GRADY RAY,,WDM5062,52,0,17,9,0,52,A
316032594,2023-01-01T00:06:09,43.63337,-79.39464,0,360,511,IRON GUPPY,,,99,8,,,,99,A
366748260,2023-01-01T00:06:20,29.89139,-92.44365,4.4,278,511,JANE,,WCY3322,31,0,19,6,,52,A
367126620,2023-01-01T00:06:25,18.28806,-65.02703,9.7,73.3,511,CAPE HENRY,IMO6807022,WBK3240,31,0,31,8,4.7,52,A
367585780,2023-01-01T00:05:36,47.65098,-122.32939,0.1,122.2,511,WE ALL II,,WDG9238,37,,23,,,,B
352978139,2023-01-01T00:06:28,29.61207,-95.02645,0,354.3,89,GRAND WINNER 3,IMO9906702,3E3968,80,5,183,32,11.9,80,A
368138170,2023-01-01T00:05:57,30.15559,-85.66725,0,224.8,318,JASON GOLDING,IMO1302229,WDL5128,57,15,211,16,3.1,57,A
338114982,2023-01-01T00:06:29,30.39231,-86.50284,0,123.2,511,TERESA LYNN,,,37,,15,,,,B
367395010,2023-01-01T00:02:26,27.94207,-97.10656,4.7,33.2,511,SALVATION,,WDE7579,31,12,22,9,,57,A
366956290,2023-01-01T00:05:56,28.5541,-91.55115,10.8,273.5,272,CHERAMIE BOTRUC 38,IMO9320154,WDB8291,90,0,58,14,3.8,70,A
367093970,2023-01-01T00:02:29,37.659,-76.4411,0,311,511,CAPT STEVE,,WYB7050,31,15,17,6,,52,A
367562820,2023-01-01T00:02:27,34.80546,-87.43711,6.6,83.3,93,BREWSTER KNOTT,,WDG6998,31,12,25,9,,57,A
368243280,2023-01-01T00:05:52,38.92748,-82.11587,0.1,360,23,CAPT STOGIE WHITE,,WDM8436,31,0,44,10,3.2,31,A
367402520,2023-01-01T00:02:31,37.04648,-88.53986,0,352.1,137,MARY ARTIE BRANNON,,WDE8184,31,15,34,10,,31,A
369970763,2023-01-01T00:02:26,32.68706,-117.23599,0,94.7,245,RSC-3,,,35,0,,,,35,A
366984310,2023-01-01T00:06:13,30.22982,-91.13406,5.7,60,56,CRIMSON DUKE,,WDB9874,31,12,59,16,,57,A
